round,train_auc,test_auc,train_logloss,test_logloss
316,0.9999999986847878,0.9803836548831523,0.011557094620144969,0.2216675171082689
317,0.9999999986847878,0.9804033143621648,0.01147781223958443,0.2216709411198232
318,0.9999999993423939,0.980437372647843,0.01140634986624457,0.22163855607851965
319,0.9999999993423939,0.9804467916688409,0.011321779904536236,0.2217859564051263
320,0.9999999993423939,0.980473133645311,0.011249577553229613,0.22170488289041623
321,1.0,0.9805075436822543,0.011185931336816491,0.22160053411104244
322,1.0,0.9805054185934448,0.011105071703933477,0.22181448756473354
323,1.0,0.980502448737565,0.011025592655178865,0.22198683930870397
324,1.0,0.9805003478171881,0.010953711880007107,0.22215574230120844
325,1.0,0.9804912407573737,0.010886796561292836,0.22245134233854563
326,1.0,0.9804879930471523,0.010804657091204936,0.22253315717358405
327,1.0,0.9805068553224612,0.010742474223141285,0.2225974053233858
328,1.0,0.9805142903900314,0.010669746110171926,0.22268314681386386
329,1.0,0.9804882184746689,0.010607698708794727,0.22301267348723205
330,1.0,0.980514590026663,0.01054260802853248,0.22293071129737324
331,1.0,0.9805468345164284,0.010471503899549697,0.2227876352532538
332,1.0,0.9805440134798972,0.010396973378885085,0.22314726162226597
333,1.0,0.9805751802486228,0.010326944487075967,0.22304064564529258
334,1.0,0.9805698841700308,0.010265713728436274,0.22317067528590018
335,1.0,0.9805906426486268,0.010192409330453484,0.22316714946014968
336,1.0,0.9805875762317096,0.01012576392335622,0.2232722955710476
337,1.0,0.9806262407771065,0.010061359526163665,0.22312735507076725
338,1.0,0.9806512913887826,0.010002687996017254,0.22306696326039632
339,1.0,0.9806589214272861,0.009943681930253174,0.2231476349990081
340,1.0,0.9806877639888044,0.00987468975736041,0.22308781924984242
341,1.0,0.9806913711022185,0.009811802904693698,0.22322749336512238
342,1.0,0.9806917235484134,0.009747199066464008,0.22322528598719765
343,1.0,0.9806976509512715,0.00967894874759374,0.22332756689078542
344,1.0,0.9806989516533013,0.009618811474747772,0.22343578543637344
345,1.0,0.9807370606150493,0.00955750767618389,0.22325867725714915
346,1.0,0.9807312355452954,0.009489614875183185,0.2235537912312959
347,1.0,0.9807262138827268,0.00943209070449067,0.2237276496356605
348,1.0,0.9806993434880852,0.009369727204700366,0.22400766410105374
349,1.0,0.9806966064643632,0.009309491320083494,0.22421080514386998
350,1.0,0.9807048057331361,0.00925080893322803,0.2243168193552512
351,1.0,0.9807199183266242,0.009204564648786811,0.22432817904120542
352,1.0,0.9806921869146161,0.009151369365982338,0.22467897080991128
353,1.0,0.9806536296515097,0.009095331302340939,0.2251104486536344
